# E-Graph Variants - Generated Training Data
# Format: name|seed_idx|variant_idx|node_count|depth|cost|features...
#
eg0091v2|91|2|26|7|64|61440,4352,64000,60160,8961,64514,7428,58888,1285,60938,58891,16641,10756,58120,57861,16902,15128,58416,58417,2841,60466,58419,64282,58420,62517,58730,58731,53248,47360,43520,57857,47874,56324,42248,50181,44298,42251,26624,22784,37121,27138,35588,21512,29445,23562,21515,30720,49152,39168,47616,33536,41473,35586,33539,26624,35072,20992,28929,23042,20995,18432,4352,0,57344,51456,49409,30720,0,40960,35072,16896,16641,41218,39432,17168,17169,27145,19218,17171,23050,17172,21269,17450,17451,14336,61696,0,0,40960,39168,16896,16897,26881,18946,16899,22786,16900,20997,17162,17163,10240,53504,53505,0,0,22528,14592,12545,30720,0,26624,20736,24833,20994,20995,0,61440,57600,57601,0,0
eg0093v0|93|0|20|7|43|26624,28928,25088,21248,43777,21506,21507,31233,23298,45827,21516,37901,21786,41998,42268,24120,24121,23837,28929,20994,20995,57344,53504,49664,6657,49922,49923,59649,51714,8707,49932,781,50202,4878,5148,52536,52537,52253,61440,57600,14593,57858,57859,0,10240,53504,53505,0,0,22528,14592,37121,12804,29189,13066,33286,33548,15384,15385,15117,30720,40960,16640,33025,16898,37122,37380,19208,19209,18949,0,49152,33024,0,45056,45312,27136,27137,26881,45056,26880,26881,30720,30720,30720,57344,49408,49409,0,0
eg0093v1|93|1|21|7|44|61440,256,61952,58112,15105,58370,58371,2561,60162,17155,58380,9229,58650,13326,13596,60984,60985,60701,4353,514,58116,58117,57344,53504,49664,6657,49922,49923,59649,51714,8707,49932,781,50202,4878,5148,52536,52537,52253,61440,57600,14593,57858,57859,0,10240,53504,53505,0,0,22528,14592,37121,12804,29189,13066,33286,33548,15384,15385,15117,30720,40960,16640,33025,16898,37122,37380,19208,19209,18949,0,49152,33024,0,45056,45312,27136,27137,26881,45056,26880,26881,30720,30720,30720,53248,49408,41472,41473,57344,49408,49409,0,0
eg0093v2|93|2|21|7|44|61440,4352,512,58112,58113,257,61954,58116,15109,58378,58379,2563,60166,17159,58396,9245,58682,13342,13628,61048,61049,60733,53248,49408,41472,41473,57344,49408,49409,0,0,57344,53504,49664,6657,49922,49923,59649,51714,8707,49932,781,50202,4878,5148,52536,52537,52253,61440,57600,14593,57858,57859,0,10240,53504,53505,0,0,22528,14592,37121,12804,29189,13066,33286,33548,15384,15385,15117,30720,40960,16640,33025,16898,37122,37380,19208,19209,18949,0,49152,33024,0,45056,45312,27136,27137,26881,45056,26880,26881,30720,30720,30720
eg0093v3|93|3|20|6|40|40960,20736,16896,39425,17154,17155,26881,18946,41475,17164,33549,17434,37646,37916,19768,19769,19485,28930,25092,17160,17161,61440,57600,14593,57858,57859,0,10240,53504,53505,0,0,22528,14592,37121,12804,29189,13066,33286,33548,15384,15385,15117,30720,40960,16640,33025,16898,37122,37380,19208,19209,18949,0,49152,33024,0,45056,45312,27136,27137,26881,45056,26880,26881,30720,30720,30720,53248,49408,41472,41473,57344,49408,49409,0,0
eg0094v0|94|0|17|6|50|57344,53504,8704,49920,56065,50178,50179,54018,1028,52488,50181,64001,58114,50180,60421,52490,50443,49409,61440,16640,57856,64001,58114,58115,61954,8964,60424,58117,6401,514,58116,2821,60426,58379,40960,16640,22785,16898,16899,20738,33284,19208,16901,0,26624,20736,20737,0,0,61440,8448,59904,57601,49152,35072,30720,0,18432,12544,4608,14849,6914,4867,57344,49408,59649,51714,49667,0,22528,14592,12545,30720,0,0
eg0094v1|94|1|17|6|50|57344,49408,53505,8706,49928,56073,50194,50195,54026,1044,52520,50197,64003,58118,50188,60429,52506,50459,0,61440,16640,57856,64001,58114,58115,61954,8964,60424,58117,6401,514,58116,2821,60426,58379,40960,16640,22785,16898,16899,20738,33284,19208,16901,0,26624,20736,20737,0,0,61440,8448,59904,57601,49152,35072,30720,0,18432,12544,4608,14849,6914,4867,57344,49408,59649,51714,49667,0,22528,14592,12545,30720,0
eg0094v2|94|2|19|6|55|61440,256,57856,16897,58116,64261,58378,58379,62214,9228,60696,58381,257,57858,6659,774,58380,3085,60698,58651,57344,49408,8449,49668,55813,49930,49931,53766,780,52248,49933,0,40960,16640,22785,16898,16899,20738,33284,19208,16901,0,26624,20736,20737,0,0,61440,8448,59904,57601,49152,35072,30720,0,57344,49408,63745,57858,49924,60165,52234,50187,0,18432,12544,4608,14849,6914,4867,57344,49408,59649,51714,49667,0,22528,14592,12545,30720,0
eg0094v3|94|3|19|6|55|61440,256,57856,6657,770,58372,3077,60682,58635,257,57858,16899,58124,64269,58394,58395,62222,9244,60728,58397,57344,49408,63745,57858,49924,60165,52234,50187,0,18432,12544,4608,14849,6914,4867,57344,49408,59649,51714,49667,0,22528,14592,12545,30720,0,57344,49408,8449,49668,55813,49930,49931,53766,780,52248,49933,0,40960,16640,22785,16898,16899,20738,33284,19208,16901,0,26624,20736,20737,0,0,61440,8448,59904,57601,49152,35072,30720,0
eg0094v4|94|4|18|6|51|40960,16640,41217,16900,23045,17162,17163,20998,33548,19480,17165,24834,16900,31237,25354,17428,27669,19754,17707,0,40960,16640,22785,16898,16899,20738,33284,19208,16901,0,26624,20736,20737,0,0,61440,8448,59904,57601,49152,35072,30720,0,57344,49408,63745,57858,49924,60165,52234,50187,0,18432,12544,4608,14849,6914,4867,57344,49408,59649,51714,49667,0,22528,14592,12545,30720,0
eg0096v0|96|0|3|3|16|14336,10496,61952,18432,4352,0
eg0097v0|97|0|4|4|3|53248,59648,53760,43776,14336,8448,64000,53248,43264,30720
eg0099v0|99|0|11|6|20|53248,59648,49664,45824,64512,42240,44289,60417,42242,51969,44034,41987,14336,4352,512,19200,62464,64513,15105,62466,6657,64258,62211,57344,53504,6656,49920,51969,2561,49922,59649,51714,49667,61440,14592,57856,59905,10497,57858,10240,53504,55553,0,30720,14336,61696,0,22528,14592,12545,30720,0
